Cultist,Stealth,Influence,Endurance,Lore,Economic,Strength,Insanity,Position
Sylvie Hutton,13.9,5.8,2.9,1.8,4.8,0.7,2.1,Assassin
Krystian Goodman,13.8,18.7,19.1,18.4,3.0,16.8,4.3,Enforcer
Nola Townsend,19.8,17.4,2.6,8.3,13.9,7.1,6.4,Advisor
Suzannah Watson,17.0,3.0,6.2,16.2,3.7,0.3,16.1,Assassin
Alivia Fraser,13.1,1.2,6.0,16.3,9.2,12.3,1.4,Accountant
Joan Magana,18.9,18.7,19.8,2.4,6.5,7.6,16.4,Assassin
Effie Pham,1.2,11.2,16.0,13.9,6.7,8.0,5.6,Priest
Gideon Blevins,15.4,10.0,18.6,4.1,5.6,2.0,10.8,Assassin
Gerard Wilkes,2.7,18.8,16.7,5.6,1.7,17.4,8.2,Enforcer
Huey Bray,14.7,19.9,11.3,8.8,14.9,11.9,14.2,Recruiter
Vihaan Raymond,18.6,6.3,17.7,8.8,3.2,12.1,2.8,Assassin
Ruben Wiggins,18.0,2.0,3.2,10.2,19.6,1.4,16.6,Accountant
Kirsten Dotson,15.6,3.6,19.7,9.9,10.5,18.9,8.1,Assassin
Alec Little,6.8,7.8,17.7,3.2,11.0,5.5,13.9,Assassin
Daphne Reeves,7.5,18.8,8.1,2.0,6.8,15.5,18.7,Enforcer
Avaya Bernard,17.9,0.6,15.3,0.2,5.3,3.6,8.8,Assassin
Jeremy Humphries,19.3,14.0,8.5,3.7,7.6,11.0,6.6,Assassin
Jocelyn Kemp,2.5,14.2,16.4,8.3,11.0,12.0,3.9,Enforcer
Mert Contreras,4.3,12.8,9.8,17.0,8.5,8.4,1.9,Advisor
Monika Haley,19.6,13.5,3.2,14.3,11.7,0.7,0.6,Advisor
Tobias Love,19.8,17.5,6.3,15.3,15.0,7.6,5.7,Advisor
Ayyub O'Connor,15.2,2.6,8.2,13.7,2.0,18.6,16.7,Assassin
Yolanda Leigh,13.3,10.6,6.7,1.6,3.3,10.2,17.3,Assassin
Reo Kelley,2.5,16.2,15.7,4.1,8.9,8.0,6.2,Enforcer
Winifred Truong,7.2,17.7,1.6,10.6,12.7,4.3,2.7,Advisor
Jules Mcfarland,14.1,14.2,5.1,2.0,14.0,0.6,9.6,Recruiter
Tamsin Stamp,14.2,13.1,0.2,1.8,4.5,4.3,17.2,Recruiter
Paula Silva,19.8,3.5,7.8,19.5,5.3,8.7,8.4,Assassin
Eisa Wyatt,0.9,8.1,13.1,16.9,18.5,16.3,1.3,Accountant
Freyja Mcdowell,16.5,8.7,12.2,16.7,11.9,18.9,1.0,Accountant
Roxanne Keenan,5.4,3.1,17.3,17.8,6.0,7.6,11.3,Priest
Ann Hackett,1.4,7.6,15.1,0.4,6.9,14.2,5.8,Enforcer
Kiyan Robins,1.3,4.6,2.5,5.5,12.0,1.2,13.1,Priest
Bonnie Cornish,15.7,4.0,9.3,19.2,8.1,15.1,14.3,Assassin
Tarun Obrien,0.5,6.1,16.7,13.8,0.1,15.0,19.4,Priest
Nicky Callaghan,17.2,3.9,19.4,8.9,8.2,4.5,17.7,Assassin
Hafsah Sargent,17.9,16.4,11.0,1.6,13.9,14.5,19.4,Enforcer
Zaydan Rahman,17.8,4.5,11.9,6.0,8.3,2.3,18.4,Assassin
Emmy Morrow,9.9,6.6,7.7,15.7,12.9,7.6,6.6,Accountant
Haydon Cash,10.7,19.0,0.2,5.7,2.7,13.7,10.2,Recruiter
Tulisa Arnold,9.8,2.6,7.7,9.0,5.0,4.9,9.0,Assassin
Yaqub Cordova,14.8,9.8,0.0,0.1,18.7,1.7,19.6,Recruiter
Esha Lynn,14.8,3.7,14.5,7.6,12.7,10.4,3.0,Accountant
Lilly-Rose Rudd,10.6,7.4,13.2,18.8,11.6,19.4,12.0,Enforcer
Ariya Lutz,19.1,10.7,15.2,17.5,7.6,6.3,3.7,Accountant
Lola Simmonds,1.7,16.3,8.9,19.7,17.0,14.6,9.2,Advisor
Salahuddin Suarez,14.5,9.8,15.9,12.9,2.5,9.7,15.1,Assassin
Cristiano Paterson,0.3,2.3,4.9,19.6,10.7,0.1,16.4,Priest
Adelle Walmsley,14.8,6.5,5.7,12.9,0.3,1.2,11.7,Assassin
Kiri Macgregor,16.6,1.8,13.2,0.1,15.4,19.3,17.4,Assassin
Waqas Gonzales,2.4,1.9,6.5,17.8,8.1,3.3,14.6,Priest
Evangeline Santos,16.9,10.0,18.2,0.5,6.9,9.2,5.8,Assassin
Carys Lowery,14.8,18.5,9.9,12.2,5.3,15.9,2.6,Enforcer
Douglas Craft,9.2,1.3,15.2,4.2,10.0,3.4,18.8,Assassin
Izabela Dawe,1.8,9.0,7.8,7.1,18.9,9.4,5.8,Accountant
Cali Russo,15.6,2.0,4.9,10.3,17.9,19.2,10.2,Assassin
Raheel Fellows,7.7,2.4,13.0,7.0,11.3,5.9,8.3,Accountant
Rukhsar Partridge,6.0,2.4,18.0,10.0,4.2,12.6,6.8,Enforcer
Nikola Holcomb,13.1,18.0,4.9,1.1,3.8,2.3,4.7,Recruiter
Rajveer Clifford,16.7,1.9,5.8,2.2,10.8,11.5,13.2,Assassin
Arda Greig,4.9,9.8,16.4,8.5,6.9,13.4,2.1,Enforcer
Barry Branch,10.2,17.1,16.4,19.0,4.8,3.8,1.4,Accountant
Uwais Montoya,8.2,2.1,12.7,0.5,5.9,4.4,18.4,Assassin
Bayley Huang,16.5,9.1,17.8,11.6,8.2,5.4,16.4,Assassin
Jaxon Clarke,0.4,14.9,17.6,4.2,20.0,8.1,2.9,Accountant
Benny Duffy,3.8,6.2,2.8,19.8,16.3,15.3,14.9,Advisor
Dulcie Kenny,7.5,9.1,5.3,4.4,10.7,1.2,4.8,Accountant
Monty Bonilla,19.0,8.4,16.2,17.1,0.8,12.0,5.5,Assassin
Thelma Connolly,18.0,2.5,0.7,11.0,4.2,2.6,18.7,Assassin
Abid Ferreira,1.6,3.1,11.6,5.8,9.2,4.7,13.9,Priest
Jett Correa,8.2,14.9,17.1,10.3,2.2,3.9,10.5,Priest
Madeleine Palmer,15.3,13.9,9.8,0.8,11.5,10.2,9.0,Enforcer
Garfield Bentley,12.7,8.9,14.6,6.3,5.4,19.8,1.9,Enforcer
Keiran Black,4.3,12.2,11.1,12.7,9.3,6.0,9.0,Priest
Aisha Edwards,4.0,7.0,8.4,17.6,12.9,12.7,11.0,Priest
Chaya Macdonald,0.5,16.7,1.0,4.0,9.7,14.4,5.4,Enforcer
Gabrielius Forster,15.0,0.0,5.0,6.9,2.2,4.7,3.8,Assassin
Kathy Morris,5.1,4.4,2.2,19.0,5.3,15.9,10.5,Advisor
Nel Benitez,13.0,2.3,5.7,16.9,10.5,8.2,9.4,Accountant
Terry Allen,5.7,9.9,1.2,13.3,4.3,4.6,5.4,Advisor
Rocco Roach,5.2,14.8,0.6,17.9,3.4,17.5,7.8,Advisor
Hina Woods,14.9,17.1,9.0,16.2,19.5,4.4,19.2,Recruiter
Anees Stacey,18.2,2.3,19.8,1.6,17.8,9.6,10.8,Assassin
Rebecca Daugherty,17.5,8.5,18.1,6.6,20.0,4.9,4.8,Accountant
Lennie Goldsmith,1.4,3.4,16.1,19.0,19.0,5.0,8.2,Accountant
Nayan Laing,8.7,2.7,14.7,15.4,14.6,15.2,18.3,Assassin
Sacha Bate,4.0,7.1,2.8,11.9,5.9,13.5,16.5,Priest
Tudor Jacobs,2.5,16.7,15.5,15.1,14.8,1.6,17.9,Priest
Aston Goddard,16.2,2.1,12.9,9.2,5.5,15.9,0.2,Assassin
Daanish Bass,15.2,12.6,19.6,19.6,13.3,8.6,7.8,Accountant
Solomon Lane,14.2,0.7,0.4,0.0,16.4,10.0,7.4,Assassin
Tina Mejia,5.1,16.1,15.4,10.2,11.4,3.3,16.5,Priest
Troy Singh,20.0,3.8,1.8,9.4,6.5,17.1,14.8,Assassin
Raya Strickland,9.2,13.6,9.7,1.0,10.8,12.2,14.2,Enforcer
Owain Bowes,7.4,11.6,14.3,13.5,18.6,15.8,11.0,Accountant
Zunaira Cote,16.3,7.2,12.8,0.2,16.3,4.0,18.8,Assassin
Tyrique Butt,0.3,0.6,8.5,7.0,17.6,11.5,2.5,Accountant
Josef Hawes,17.7,6.5,15.9,16.9,8.8,8.2,19.6,Assassin
Brenden Gibson,11.8,14.4,9.9,13.1,5.3,2.9,16.7,Recruiter
Elsa Rasmussen,7.6,12.2,7.7,14.3,3.3,14.6,11.2,Enforcer
Dillan Buckner,0.6,15.3,16.9,12.9,12.8,5.0,1.8,Accountant
Mahnoor Cain,3.2,13.6,14.1,3.2,13.4,8.0,4.6,Accountant
Angharad Cross,9.2,12.4,14.4,13.2,8.8,9.0,3.7,Accountant
Jordana Coffey,15.0,2.0,2.0,4.4,3.0,18.8,3.5,Assassin
Shayan Sharpe,3.4,11.2,11.4,16.6,14.6,14.5,15.0,Priest
Emerson Whiteley,17.7,1.8,15.2,0.8,7.0,10.1,6.4,Assassin
Khia Quintero,12.6,0.8,6.7,13.3,0.6,11.7,2.6,Assassin
Madison Orozco,9.4,15.4,5.0,10.4,1.3,14.5,12.8,Enforcer
Lynsey Rangel,0.7,17.2,8.3,20.0,0.1,7.4,14.0,Priest
Joao Walton,12.0,13.0,8.3,12.8,2.6,6.7,13.9,Recruiter
Gene Reynolds,15.9,19.4,5.5,15.4,14.1,5.1,9.7,Advisor
Nabila Trevino,11.6,16.1,14.9,8.5,17.3,16.6,6.9,Enforcer
Mathew Sheldon,10.4,17.9,10.0,10.4,2.7,12.5,8.2,Enforcer
Ewen Tanner,12.4,19.7,6.0,15.6,4.6,7.5,3.8,Advisor
Jasleen Mccaffrey,8.4,9.9,16.5,14.1,0.3,19.3,17.5,Enforcer
Bogdan Christensen,7.1,5.3,12.9,1.5,4.3,19.5,10.9,Enforcer
Abbas Marks,0.1,7.6,14.9,8.5,18.8,0.1,3.6,Accountant
Cecilia Esparza,9.7,11.8,10.8,12.9,3.2,7.9,1.7,Advisor
Samia Pham,11.9,1.1,14.9,2.0,9.8,3.7,8.0,Assassin
Ruari Morton,2.6,16.4,8.8,19.1,11.4,0.0,6.7,Advisor
Sumaiyah Davey,11.6,4.2,4.1,14.0,9.3,18.4,6.3,Advisor
Tianna Padilla,18.8,15.8,8.3,13.0,10.6,2.1,18.4,Recruiter
Krisha Coffey,4.1,10.5,9.8,1.6,13.0,6.1,13.9,Recruiter
Lucie Patrick,10.1,14.6,9.4,14.2,11.1,17.6,7.4,Enforcer
Filip Buckley,12.2,4.0,4.0,1.8,1.5,7.5,10.8,Assassin
Adelle Mays,9.2,12.3,7.8,6.1,1.5,18.9,3.8,Enforcer
Merryn Calvert,16.8,8.9,15.8,19.2,16.0,2.6,18.4,Accountant
Tierney Swan,8.9,15.8,11.7,5.9,4.6,19.2,12.5,Enforcer
Angharad Thomson,8.1,19.3,10.7,13.4,15.7,0.2,16.2,Recruiter
Indiana Moss,12.3,1.9,3.6,16.3,19.7,16.1,4.1,Accountant
Savanna Lara,17.0,1.7,11.5,17.0,8.2,2.1,14.8,Assassin
Calum Carrillo,12.2,19.1,14.5,10.8,2.9,17.5,18.3,Enforcer
Suhail Case,17.2,12.0,10.1,1.9,3.1,8.1,2.1,Assassin
Sachin Fenton,15.1,9.4,13.8,4.4,5.2,16.5,13.3,Enforcer
Nannie Ahmed,4.5,9.6,3.8,15.9,0.5,2.4,18.5,Priest
Affan Fountain,16.8,3.6,1.5,10.6,0.5,12.7,18.4,Assassin
Riccardo Reader,10.2,10.3,16.2,17.8,17.3,2.2,4.1,Accountant
Margot Fritz,5.4,19.9,14.7,15.2,3.8,10.0,0.6,Enforcer
Tariq Flores,17.3,2.2,12.0,6.8,4.8,8.2,4.2,Assassin
Aled Colon,2.5,17.6,9.7,7.7,4.7,7.4,1.5,Enforcer
Dewi Irvine,1.3,16.0,7.9,10.6,10.4,9.5,9.0,Recruiter
Sheikh Tapia,0.3,12.0,4.9,8.6,12.1,1.6,17.5,Priest
Thierry Alvarez,0.5,18.8,4.8,12.3,19.8,4.9,18.5,Recruiter
Maksim Mann,19.8,6.9,18.8,8.0,9.3,10.2,6.6,Assassin
Tina Oakley,14.3,3.8,11.7,18.4,5.5,10.1,13.5,Assassin
Allana Jacobson,10.6,0.8,15.5,8.9,6.2,2.1,19.9,Assassin
Sila Grey,9.5,7.5,9.6,13.3,10.9,0.4,15.9,Priest
Hayleigh Cote,5.9,8.7,7.9,4.9,17.0,17.6,2.1,Accountant
Cherry Crowther,8.5,12.4,2.0,11.5,2.8,12.5,16.9,Priest
Eryk Herrera,7.0,10.6,17.0,1.0,5.5,0.9,11.8,Assassin
Aleeza Peters,9.2,6.2,11.1,15.4,14.2,6.2,12.7,Accountant
Aasiyah Lozano,8.9,19.8,18.8,10.8,18.3,13.3,14.2,Priest
Fahmida Esquivel,18.0,12.8,10.8,13.6,17.5,9.9,8.1,Accountant
Yuvraj Mayer,2.2,0.3,9.1,11.0,9.5,4.0,12.6,Priest
Greg Frederick,3.5,17.6,6.3,6.2,19.7,11.8,12.0,Recruiter
Javan Callaghan,7.2,4.3,14.0,11.1,1.9,0.3,1.1,Accountant
Asmaa Hampton,0.2,6.1,7.1,17.1,5.1,13.8,4.2,Priest
Miller Pickett,18.3,7.0,13.7,16.1,16.0,3.7,0.8,Accountant
Jada Contreras,15.2,0.9,8.3,4.4,9.9,3.2,13.0,Assassin
Inayah Kelly,1.9,4.6,14.0,2.9,3.9,4.6,13.3,Priest
Kaycee Kirkpatrick,16.8,11.7,0.4,17.4,3.0,4.6,3.6,Advisor
Zofia Rigby,0.8,4.7,0.4,0.8,0.3,3.8,8.2,Priest
Madina Ashley,10.6,2.0,18.4,6.8,0.7,7.0,16.1,Assassin
Nola Velez,17.5,4.8,16.9,17.4,8.6,8.4,15.9,Assassin
Cydney Povey,9.5,16.0,0.5,15.2,3.7,19.2,15.4,Advisor
Kaden Olsen,15.2,4.2,19.1,2.6,7.3,17.9,16.2,Assassin
Kayne Ashton,16.8,5.4,13.3,1.3,18.8,17.7,19.9,Assassin
Gracie-Mai Lowery,2.9,0.5,12.5,3.9,6.6,12.6,1.6,Enforcer
Jac Greig,2.8,9.7,9.3,12.2,17.7,16.7,11.9,Priest
Amiee Sutherland,12.0,11.9,13.3,19.7,12.8,0.3,15.7,Priest
Masuma George,0.7,10.1,0.0,12.2,11.9,1.0,6.7,Advisor
Suleman Johns,8.2,16.3,5.4,19.8,5.2,16.0,6.0,Advisor
Kate Briggs,7.2,8.4,12.1,18.8,1.5,11.9,13.3,Priest
Rayan Schmitt,3.9,19.8,8.9,16.9,0.5,1.2,13.2,Priest
Edmund Ramsey,7.0,16.6,14.8,10.8,18.5,0.8,12.1,Recruiter
Frazer Hoover,8.7,9.4,18.8,17.2,1.1,3.0,14.8,Priest
Saira Greaves,8.9,9.2,10.8,15.9,1.8,20.0,5.7,Enforcer
Penny Byrd,17.9,5.0,15.2,10.1,18.7,0.3,19.2,Assassin
Divine Luna,18.6,14.0,4.7,6.8,14.1,18.1,17.5,Assassin
Ella-Louise Coates,17.7,14.9,12.7,13.3,0.9,2.0,4.9,Advisor
Allan Lancaster,7.7,11.6,8.6,11.3,9.9,14.2,18.4,Priest
Ismael Dejesus,5.5,8.4,2.6,13.0,3.9,19.7,2.9,Enforcer
Morris Mitchell,3.7,15.9,17.5,9.2,16.5,13.2,18.9,Priest
Rhiann Hastings,5.8,13.3,18.2,13.3,11.8,2.8,11.7,Priest
Hester Conrad,14.6,4.1,4.5,1.4,5.8,13.6,16.0,Assassin
Sofie Garza,4.4,5.5,19.0,1.8,0.9,6.3,7.2,Enforcer
Tre Stout,14.9,8.0,11.4,17.3,2.0,18.6,15.8,Assassin
Arbaaz Bean,2.4,2.4,5.4,6.3,5.1,5.9,19.6,Priest
Giselle Oconnor,18.1,12.2,9.6,2.0,13.9,19.3,7.6,Enforcer
Vicky Saunders,13.4,8.7,14.3,7.6,8.1,16.4,8.0,Enforcer
Rikki Wang,9.1,7.1,12.4,12.3,17.1,4.1,13.0,Accountant
Omer Conner,0.1,12.9,13.6,1.6,16.7,4.8,4.7,Accountant
Ritchie White,12.9,3.3,18.6,8.4,11.5,6.8,16.5,Assassin
Aliyah Mullen,7.1,6.4,4.8,14.5,18.3,2.1,1.5,Accountant
Kanye Mckay,0.4,18.8,9.3,6.7,5.8,2.0,2.6,Recruiter
Ahmet Hawkins,1.5,4.1,4.1,2.2,6.9,3.3,15.2,Priest
Baxter Vang,13.1,11.8,7.2,10.2,8.9,2.3,8.7,Recruiter
Malcolm Koch,17.2,7.0,3.8,10.8,9.7,0.2,16.7,Recruiter
Freja Clemons,0.4,12.6,7.8,7.1,0.4,15.5,1.5,Enforcer
Ishaq Harper,15.8,5.0,19.0,19.0,11.0,3.8,1.3,Accountant
Austin Parker,2.7,9.6,1.8,2.6,10.7,5.1,15.9,Recruiter
Aimee Cotton,2.5,18.5,7.9,5.4,16.8,0.2,6.3,Recruiter
Georga Scott,2.4,2.8,15.7,13.8,1.1,17.1,3.6,Enforcer
Katelyn Mcguire,9.5,10.3,5.9,8.5,11.7,14.2,1.3,Accountant
Vanesa Murray,0.9,16.4,7.8,3.2,13.0,12.0,12.9,Recruiter
Kuba Joseph,19.4,14.6,14.6,0.1,0.7,13.8,11.4,Enforcer
Luka Betts,8.9,7.7,1.9,13.0,20.0,8.9,1.3,Accountant
Lily-Ann Bowman,12.2,0.8,12.4,1.4,4.8,5.1,3.6,Assassin
Haiden Wilkins,1.6,9.3,7.0,1.2,2.5,8.1,17.4,Priest
Renesmae Pace,10.2,13.2,11.7,17.2,15.6,9.9,16.0,Priest
Evelyn Odonnell,5.4,9.7,19.6,10.3,2.7,10.4,13.4,Enforcer
Anand Cameron,5.2,3.2,15.5,14.1,9.6,19.6,1.3,Enforcer
Daniyal Sheridan,0.5,19.9,0.9,1.1,13.7,14.6,0.0,Advisor
Nora Ahmad,2.9,12.1,9.5,13.5,2.5,12.3,6.9,Enforcer
Kayla Todd,11.0,12.8,0.3,17.5,12.0,14.9,17.4,Advisor
Morwenna Marriott,7.5,14.7,10.0,1.0,18.3,2.2,3.8,Accountant
Shannen Hill,1.7,7.6,15.0,3.5,1.7,10.6,7.9,Enforcer
Caprice Seymour,13.9,19.3,16.2,6.1,6.0,12.3,9.3,Enforcer
Kiah Colon,10.7,6.7,6.1,0.3,10.1,11.7,18.3,Assassin
Bibi Whittaker,4.3,20.0,10.4,11.4,3.1,15.3,7.9,Enforcer
Arvin Lott,3.4,4.9,11.5,1.3,8.0,4.9,19.5,Priest
Kyle Nielsen,7.3,1.8,13.8,0.4,20.0,9.4,12.9,Assassin
Drew Easton,13.9,5.0,17.1,16.3,13.4,3.6,17.1,Assassin
Mila Turner,0.4,19.0,6.2,6.7,8.7,5.5,11.5,Recruiter
Addie Garrison,0.9,10.4,16.7,11.4,17.9,12.0,1.2,Accountant
Imaan Mcmahon,18.5,10.1,11.2,16.9,14.0,15.3,15.9,Assassin
Tobi Schmidt,18.7,6.8,18.5,9.9,12.4,14.6,11.6,Assassin
Iylah Emery,2.7,17.3,0.4,10.8,4.1,6.9,13.8,Recruiter
Hussein Sharma,11.9,19.8,0.9,1.4,4.3,2.5,16.3,Recruiter
Kirsty Pate,8.4,11.8,8.3,8.1,6.1,0.1,12.0,Recruiter
Neha Watts,3.7,19.0,17.3,10.2,1.0,9.2,6.0,Enforcer
Jordan Peacock,11.9,1.5,2.4,4.4,16.6,6.8,11.4,Accountant
Safiyyah Knowles,8.1,14.8,18.0,6.6,7.6,10.3,1.4,Enforcer
Don Hunter,2.5,13.6,6.5,4.7,5.9,12.5,14.6,Enforcer
Ibraheem Wiley,4.8,3.4,0.9,11.2,17.9,15.0,9.1,Advisor
Joy Floyd,2.7,14.3,2.2,13.1,18.0,7.1,18.5,Recruiter
Salman Watkins,14.4,0.0,10.8,16.5,9.0,8.9,17.0,Assassin
Taiba Moses,19.2,9.5,15.3,4.5,4.2,4.6,9.2,Assassin
Anisha Bush,7.3,3.1,2.9,19.3,1.5,9.0,6.6,Advisor
Charlie Burris,19.4,10.4,12.2,6.2,11.1,0.7,14.2,Assassin
Hafsa Power,8.5,2.2,9.7,14.8,18.0,17.4,9.5,Accountant
Billie-Jo Oneil,12.8,11.0,19.9,17.1,18.1,3.8,12.6,Accountant
Franco Christensen,2.1,9.8,17.6,0.9,16.9,10.5,8.4,Enforcer
Marisa Wicks,14.3,16.0,19.1,1.2,11.4,10.8,15.5,Enforcer
Dominic Long,3.4,3.4,16.6,14.6,0.3,2.9,7.4,Priest
Rosalind Wallis,11.6,18.1,3.8,14.0,8.4,3.6,12.9,Recruiter
Neave Buckley,18.8,16.3,4.4,7.0,6.8,17.6,14.9,Enforcer
Mabel Espinoza,15.3,3.9,9.7,17.8,15.5,15.9,20.0,Assassin
Willow Crawford,0.1,2.7,1.7,1.3,11.0,1.0,12.7,Priest
Alessia Lutz,4.4,14.1,5.4,17.7,12.1,8.2,17.2,Priest
Mohamed Buck,19.6,17.3,17.7,13.3,16.0,19.2,11.0,Enforcer
Ricky Hammond,15.8,6.9,3.6,0.7,12.2,6.5,18.7,Assassin
Nettie Mill,4.6,2.9,7.0,7.2,5.9,8.0,5.1,Assassin
Regina Welch,13.5,16.1,6.6,16.5,16.4,12.8,7.1,Advisor
Willa Mckenzie,5.3,14.6,17.8,8.9,10.5,19.7,13.7,Enforcer
Danielle Irwin,11.4,14.5,6.2,16.6,17.4,18.6,11.1,Advisor
Macie Mcpherson,7.1,17.8,6.1,1.6,11.3,8.6,1.0,Advisor
Caden Mccormack,3.5,2.4,14.9,11.6,11.4,4.0,8.4,Accountant
Kyran David,0.7,8.6,5.7,12.2,18.8,6.6,10.2,Accountant
Keith Mays,8.0,13.5,10.2,9.4,14.4,0.7,2.7,Accountant
Tilly-Mae Jeffery,5.2,18.4,4.0,10.4,5.1,0.3,3.3,Recruiter
Spencer Barrera,6.8,4.7,16.0,8.5,9.8,10.0,7.9,Assassin
Paul Arnold,15.5,13.6,8.3,11.4,8.5,19.7,3.5,Enforcer
Ibrahim Finney,15.6,16.7,5.5,12.8,2.6,14.2,2.0,Advisor
Kya Clemons,10.3,0.2,16.8,11.8,16.5,14.5,13.3,Assassin
Fatimah Reeves,16.0,13.0,16.1,18.2,4.3,14.7,17.2,Assassin
Korey Partridge,11.5,7.3,11.9,12.3,7.2,5.0,3.5,Accountant
Ed Ewing,14.6,13.3,18.2,18.3,2.1,18.7,9.6,Enforcer
Daniyal Healy,12.7,1.8,18.0,17.8,15.9,5.9,13.5,Accountant
Miley Millington,0.6,1.9,11.7,6.4,16.8,9.6,18.6,Priest
Shayne Rich,12.1,18.0,4.3,18.7,0.9,11.2,18.6,Recruiter
Yasser Duncan,1.6,3.7,1.8,4.4,11.4,16.6,18.8,Priest
Allan Povey,2.1,2.0,11.9,6.0,11.7,3.4,12.7,Priest
Cherry Levine,2.3,6.3,5.3,18.6,3.2,10.8,9.4,Priest
Niko Bolton,15.3,3.1,15.0,18.2,20.0,12.4,14.0,Accountant
Danika Drummond,18.7,1.4,15.1,15.2,3.7,3.1,18.7,Assassin
Sol Garcia,17.0,4.5,1.9,11.0,18.6,13.8,17.7,Assassin
Alessandro Acevedo,18.5,17.9,4.3,10.8,6.7,14.0,7.3,Advisor
Daniella Neal,15.8,15.4,1.2,19.5,5.0,5.5,18.0,Recruiter
Chad Rennie,17.1,12.1,17.5,3.5,0.1,12.5,19.5,Assassin
Jax Mercer,17.2,6.7,10.0,8.0,4.1,6.2,13.1,Assassin
Tiernan Stein,1.4,3.1,3.9,11.6,8.1,13.7,3.8,Accountant
Adeline Cooley,1.0,11.0,13.5,0.0,18.8,9.1,2.4,Accountant
Ammarah Riley,13.7,13.9,17.7,10.4,4.4,16.0,15.7,Enforcer
Tarun Willis,19.4,12.0,9.8,17.3,14.0,17.2,14.5,Advisor
Floyd Calderon,0.9,9.9,18.1,7.3,10.9,3.4,13.4,Priest
Dolcie Fraser,0.0,4.7,13.8,15.6,8.9,3.8,17.0,Priest
Carolina Whittington,9.0,14.5,3.7,19.3,6.6,12.8,19.2,Priest
Jaxx Holcomb,12.2,10.4,5.9,8.5,6.8,16.4,15.9,Enforcer
Lachlan Wainwright,16.9,15.7,19.3,11.8,18.7,7.4,2.7,Accountant
Latoya Hanna,5.0,9.7,8.2,1.8,8.7,5.8,15.0,Priest
Salma Esparza,19.9,2.7,16.8,13.5,0.4,14.6,9.3,Assassin
Jacque Choi,10.8,8.8,16.2,1.2,1.0,15.7,2.0,Enforcer
Ottilie Frye,4.2,3.9,16.2,5.4,9.1,8.6,17.3,Priest
Callan Proctor,3.1,19.9,7.2,16.9,0.2,18.9,19.5,Priest
Mayur O'Sullivan,4.9,19.1,7.5,12.4,19.6,16.2,17.4,Recruiter
Brittany Pitt,6.4,12.0,10.9,17.3,9.3,6.4,6.8,Advisor
Aniqa Stout,9.9,10.3,7.7,7.6,12.4,0.4,4.9,Accountant
Najma Reeve,0.1,17.8,1.5,8.9,3.1,1.8,4.8,Recruiter
Kaif Dodson,1.4,19.6,4.1,5.6,19.4,0.5,16.0,Recruiter
Hanifa Schwartz,9.1,0.8,7.9,17.7,8.0,3.0,16.8,Priest
Sapphire Vincent,4.7,18.6,7.8,19.5,16.4,15.2,15.5,Priest
Kristian Eastwood,10.6,19.9,9.8,4.3,0.0,18.9,14.3,Enforcer
Edie Hendrix,10.1,0.0,14.1,5.6,0.6,4.7,8.7,Assassin
Anees Feeney,6.4,13.8,15.4,19.9,5.0,17.2,16.8,Priest
Zakir Brook,12.0,11.2,3.8,0.8,14.9,3.7,14.4,Recruiter
Kishan Huber,3.0,13.0,10.7,4.9,2.2,15.6,12.0,Enforcer
Jaydon Hays,3.6,18.2,3.5,2.5,18.0,15.2,6.2,Advisor
Gabriella Meza,17.9,14.3,1.6,6.9,13.7,6.3,17.3,Recruiter
Aamna Bradford,16.5,16.9,9.0,3.7,3.6,16.8,6.4,Enforcer
Chance Blake,4.3,7.0,8.6,8.8,3.4,13.2,16.8,Priest
Bryson Burks,7.7,15.5,17.7,13.2,12.6,8.7,1.9,Accountant
Zaina Archer,10.9,15.6,12.6,19.9,18.9,10.6,12.7,Advisor
Emily Pope,19.0,15.4,11.8,12.4,19.4,4.8,9.8,Accountant
Boyd Hinton,18.1,15.6,16.3,10.5,12.0,4.7,4.3,Accountant
Ellie-Louise Butler,14.1,0.0,15.1,4.3,12.2,8.7,3.3,Assassin
Jillian Walsh,17.3,2.5,10.4,4.6,10.7,1.2,5.1,Assassin
Zunaira Mccoy,16.6,4.1,18.5,0.4,16.5,16.5,19.5,Assassin
Don Correa,1.6,12.1,15.4,14.5,9.7,4.7,0.5,Accountant
Syeda Maynard,6.3,8.9,6.0,2.2,8.3,1.8,7.6,Recruiter
Lauren Henry,15.9,14.5,17.9,16.0,9.8,9.5,9.6,Accountant
Deborah Harper,4.1,2.5,15.1,16.9,10.3,6.9,18.3,Priest
Brodie Buchanan,5.4,16.2,1.2,13.2,19.1,15.8,3.2,Advisor
Arvin Nichols,10.1,12.7,18.6,8.8,4.3,14.6,10.0,Enforcer
Arisha Mcgowan,13.5,2.3,2.7,18.1,15.4,2.8,12.0,Advisor
Fateh Choi,9.5,9.5,0.7,6.5,6.2,16.2,2.6,Enforcer
Aurora Mcbride,18.5,11.7,4.3,5.4,2.5,4.4,9.2,Assassin
Diogo Larson,13.6,13.7,15.3,19.9,1.8,7.3,5.0,Advisor
Jerome Curran,4.6,12.2,1.2,11.5,19.0,3.3,6.3,Advisor
Pearl Mata,16.5,1.6,4.7,14.4,18.8,11.3,6.2,Accountant
Martha Santiago,14.2,0.8,1.1,18.5,17.8,10.6,10.5,Advisor
Ava-Rose Melia,12.0,12.0,6.9,9.6,6.6,7.5,4.0,Advisor
